channel	experimental	smoothed	simulated	H	2H	C	12C	13C	O	16O	17O	18O	Pb	204Pb	206Pb	207Pb	208Pb
   579	 3.84000000000000E+0002	 3.85367187500000E+0002	 3.47050721350519E+0001	 0.00000000000000E+0000	 0.00000000000000E+0000	 3.47050721350519E+0001	 3.47050721350519E+0001	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000
   580	 3.93000000000000E+0002	 3.92562500000000E+0002	 4.68553053487208E+0001	 0.00000000000000E+0000	 0.00000000000000E+0000	 4.68553053487208E+0001	 4.68553053487208E+0001	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000
   581	 4.03000000000000E+0002	 4.02640625000000E+0002	 5.77180805740673E+0001	 0.00000000000000E+0000	 0.00000000000000E+0000	 5.77180805740673E+0001	 5.77180805740673E+0001	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000
   582	 4.13000000000000E+0002	 4.14128906250000E+0002	 6.48649466657046E+0001	 0.00000000000000E+0000	 0.00000000000000E+0000	 6.48649466657046E+0001	 6.48649441483767E+0001	 2.51732784239015E-0006	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000
   583	 4.30000000000000E+0002	 4.23605468750000E+0002	 6.64919080904765E+0001	 0.00000000000000E+0000	 0.00000000000000E+0000	 6.64919080904765E+0001	 6.64918970860653E+0001	 1.10044112106470E-0005	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000
   584	 4.26000000000000E+0002	 4.27390625000000E+0002	 6.21497025935788E+0001	 0.00000000000000E+0000	 0.00000000000000E+0000	 6.21497025935788E+0001	 6.21496586990759E+0001	 4.38945028415776E-0005	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000
   585	 4.64000000000000E+0002	 4.27597656250000E+0002	 5.29599552843906E+0001	 0.00000000000000E+0000	 0.00000000000000E+0000	 5.29599552843906E+0001	 5.29597955263958E+0001	 1.59757994836854E-0004	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000
   586	 4.11000000000000E+0002	 4.26230468750000E+0002	 4.11398217181584E+0001	 0.00000000000000E+0000	 0.00000000000000E+0000	 4.11398217181584E+0001	 4.11392911835161E+0001	 5.30534642278797E-0004	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000
   587	 4.28000000000000E+0002	 4.23562500000000E+0002	 2.91313385621194E+0001	 0.00000000000000E+0000	 0.00000000000000E+0000	 2.91313385621194E+0001	 2.91297310668524E+0001	 1.60749526704385E-0003	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000
   588	 4.18000000000000E+0002	 4.21843750000000E+0002	 1.88042785291413E+0001	 0.00000000000000E+0000	 0.00000000000000E+0000	 1.88042785291413E+0001	 1.87996918361640E+0001	 4.58669297726147E-0003	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000
   589	 4.24000000000000E+0002	 4.21031250000000E+0002	 1.10691797825553E+0001	 0.00000000000000E+0000	 0.00000000000000E+0000	 1.10691797825553E+0001	 1.10576896874216E+0001	 1.14900951336863E-0002	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000
   590	 4.14000000000000E+0002	 4.18718750000000E+0002	 5.95337184967706E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 5.95337184967706E+0000	 5.92709524877242E+0000	 2.62766009046480E-0002	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000
   591	 4.23000000000000E+0002	 4.12410156250000E+0002	 2.94984706652434E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 2.94984706652434E+0000	 2.89499264299371E+0000	 5.48544235306306E-0002	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000
   592	 4.05000000000000E+0002	 4.01250000000000E+0002	 1.39290941681258E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 1.39290941681258E+0000	 1.28838372558299E+0000	 1.04525691229595E-0001	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000
   593	 3.88000000000000E+0002	 3.89933593750000E+0002	 7.04186501217847E-0001	 0.00000000000000E+0000	 0.00000000000000E+0000	 7.04186501217847E-0001	 5.22395546398893E-0001	 1.81790954818954E-0001	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000
   594	 3.64000000000000E+0002	 3.84171875000000E+0002	 4.81516118673869E-0001	 0.00000000000000E+0000	 0.00000000000000E+0000	 4.81516118673869E-0001	 1.92963281082410E-0001	 2.88552837591459E-0001	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000
   595	 3.83000000000000E+0002	 3.83062500000000E+0002	 4.79358169898793E-0001	 0.00000000000000E+0000	 0.00000000000000E+0000	 4.79358169898793E-0001	 6.13876148749508E-0002	 4.17970555023843E-0001	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000
   596	 4.13000000000000E+0002	 3.89984375000000E+0002	 5.71085013881620E-0001	 0.00000000000000E+0000	 0.00000000000000E+0000	 5.71085013881620E-0001	 1.86332697697684E-0002	 5.52451744111852E-0001	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000
   597	 3.75000000000000E+0002	 4.06828125000000E+0002	 6.71387160356273E-0001	 0.00000000000000E+0000	 0.00000000000000E+0000	 6.71387160356273E-0001	 5.14769193658821E-0003	 6.66239468419685E-0001	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000
   598	 4.27000000000000E+0002	 4.20000000000000E+0002	 7.34300914616161E-0001	 0.00000000000000E+0000	 0.00000000000000E+0000	 7.34300914616161E-0001	 1.29425865838547E-0003	 7.33006655957775E-0001	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000
   599	 4.49000000000000E+0002	 4.22457031250000E+0002	 7.35855618721975E-0001	 0.00000000000000E+0000	 0.00000000000000E+0000	 7.35855618721975E-0001	 2.96132097908535E-0004	 7.35559486624067E-0001	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000
   600	 4.17000000000000E+0002	 4.20683593750000E+0002	 6.73061322896710E-0001	 0.00000000000000E+0000	 0.00000000000000E+0000	 6.73061322896710E-0001	 6.16563137730503E-0005	 6.72999666582937E-0001	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000
   601	 4.14000000000000E+0002	 4.22703125000000E+0002	 5.61359024052084E-0001	 0.00000000000000E+0000	 0.00000000000000E+0000	 5.61359024052084E-0001	 0.00000000000000E+0000	 5.61359024052084E-0001	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000
   602	 4.28000000000000E+0002	 4.35324218750000E+0002	 4.26836555008759E-0001	 0.00000000000000E+0000	 0.00000000000000E+0000	 4.26836555008759E-0001	 0.00000000000000E+0000	 4.26836555008759E-0001	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000
   603	 4.64000000000000E+0002	 4.55441406250000E+0002	 2.95830804226785E-0001	 0.00000000000000E+0000	 0.00000000000000E+0000	 2.95830804226785E-0001	 0.00000000000000E+0000	 2.95830804226785E-0001	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000
   604	 4.71000000000000E+0002	 4.70625000000000E+0002	 1.86874999692755E-0001	 0.00000000000000E+0000	 0.00000000000000E+0000	 1.86874999692755E-0001	 0.00000000000000E+0000	 1.86874999692755E-0001	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000
   605	 4.81000000000000E+0002	 4.76386718750000E+0002	 1.07584485811603E-0001	 0.00000000000000E+0000	 0.00000000000000E+0000	 1.07584485811603E-0001	 0.00000000000000E+0000	 1.07584485811603E-0001	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000
   606	 4.74000000000000E+0002	 4.77660156250000E+0002	 5.64420788702926E-0002	 0.00000000000000E+0000	 0.00000000000000E+0000	 5.64420788702926E-0002	 0.00000000000000E+0000	 5.64420788702926E-0002	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000
   607	 4.75000000000000E+0002	 4.77722656250000E+0002	 2.69820773060759E-0002	 0.00000000000000E+0000	 0.00000000000000E+0000	 2.69820773060759E-0002	 0.00000000000000E+0000	 2.69820773060759E-0002	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000
   608	 4.90000000000000E+0002	 4.75253906250000E+0002	 1.17525177703090E-0002	 0.00000000000000E+0000	 0.00000000000000E+0000	 1.17525177703090E-0002	 0.00000000000000E+0000	 1.17525177703090E-0002	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000
   609	 4.46000000000000E+0002	 4.67347656250000E+0002	 4.66373520510548E-0003	 0.00000000000000E+0000	 0.00000000000000E+0000	 4.66373520510548E-0003	 0.00000000000000E+0000	 4.66373520510548E-0003	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000
   610	 4.71000000000000E+0002	 4.57769531250000E+0002	 1.60517719989473E-0003	 0.00000000000000E+0000	 0.00000000000000E+0000	 1.60517719989473E-0003	 0.00000000000000E+0000	 1.60517719989473E-0003	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000
   611	 4.45000000000000E+0002	 4.52515625000000E+0002	 5.23776017312345E-0004	 0.00000000000000E+0000	 0.00000000000000E+0000	 5.23776017312345E-0004	 0.00000000000000E+0000	 5.23776017312345E-0004	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000
   612	 4.52000000000000E+0002	 4.51195312500000E+0002	 1.55563010787644E-0004	 0.00000000000000E+0000	 0.00000000000000E+0000	 1.55563010787644E-0004	 0.00000000000000E+0000	 1.55563010787644E-0004	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000
   613	 3.84000000000000E+0002	 4.48843750000000E+0002	 4.20508142260837E-0005	 0.00000000000000E+0000	 0.00000000000000E+0000	 4.20508142260837E-0005	 0.00000000000000E+0000	 4.20508142260837E-0005	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000
   614	 4.56000000000000E+0002	 4.39976562500000E+0002	 1.03447489064195E-0005	 0.00000000000000E+0000	 0.00000000000000E+0000	 1.03447489064195E-0005	 0.00000000000000E+0000	 1.03447489064195E-0005	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000
   615	 4.75000000000000E+0002	 4.25101562500000E+0002	 2.31586938024523E-0006	 0.00000000000000E+0000	 0.00000000000000E+0000	 2.31586938024523E-0006	 0.00000000000000E+0000	 2.31586938024523E-0006	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000
   616	 3.76000000000000E+0002	 4.05667968750000E+0002	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000
   617	 3.92000000000000E+0002	 3.87410156250000E+0002	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000
   618	 3.71000000000000E+0002	 3.77976562500000E+0002	 5.46592554161330E-0005	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 5.46592554161330E-0005	 5.46592554161330E-0005	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000
   619	 3.95000000000000E+0002	 3.73914062500000E+0002	 2.54630302576509E-0004	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 2.54630302576509E-0004	 2.54630302576509E-0004	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000
   620	 3.68000000000000E+0002	 3.72664062500000E+0002	 1.08250509204136E-0003	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 1.08250509204136E-0003	 1.08250509204136E-0003	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000
   621	 3.68000000000000E+0002	 3.73765625000000E+0002	 4.19968775779752E-0003	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 4.19968775779752E-0003	 4.19968775779752E-0003	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000
   622	 3.80000000000000E+0002	 3.74562500000000E+0002	 1.48683093182560E-0002	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 1.48683093182560E-0002	 1.48683093182560E-0002	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000
   623	 3.91000000000000E+0002	 3.74937500000000E+0002	 4.80341992329611E-0002	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 4.80341992329611E-0002	 4.80341992329611E-0002	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000
   624	 3.72000000000000E+0002	 3.75617187500000E+0002	 1.46907611052060E-0001	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 1.46907611052060E-0001	 1.46907611052060E-0001	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000
   625	 3.79000000000000E+0002	 3.76367187500000E+0002	 3.92317469757023E-0001	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 3.92317469757023E-0001	 3.92317469757023E-0001	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000
   626	 3.62000000000000E+0002	 3.76953125000000E+0002	 9.56556875934624E-0001	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 9.56556875934624E-0001	 9.56556875934624E-0001	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000
   627	 3.76000000000000E+0002	 3.78203125000000E+0002	 2.12931229783658E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 2.12931229783658E+0000	 2.12931229783658E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000
   628	 4.24000000000000E+0002	 3.80863281250000E+0002	 4.32708578743837E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 4.32708578743837E+0000	 4.32708575686021E+0000	 3.05781621458826E-0008	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000
   629	 3.85000000000000E+0002	 3.83792968750000E+0002	 8.02690477218378E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 8.02690477218378E+0000	 8.02690463290960E+0000	 1.39274180147021E-0007	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000
   630	 3.78000000000000E+0002	 3.84984375000000E+0002	 1.35913630294242E+0001	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 1.35913630294242E+0001	 1.35913624505058E+0001	 5.78918403726428E-0007	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000
   631	 4.22000000000000E+0002	 3.84351562500000E+0002	 2.10040600916796E+0001	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 2.10040600916796E+0001	 2.10040578956199E+0001	 2.19605975036755E-0006	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000
   632	 3.88000000000000E+0002	 3.83085937500000E+0002	 2.96230227169108E+0001	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 2.96230227169108E+0001	 2.96230151146968E+0001	 7.60221405383722E-0006	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000
   633	 3.75000000000000E+0002	 3.82640625000000E+0002	 3.81241128012583E+0001	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 3.81241128012583E+0001	 3.81240887858084E+0001	 2.40154498224807E-0005	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000
   634	 3.41000000000000E+0002	 3.87289062500000E+0002	 4.47683386714847E+0001	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 4.47683386714847E+0001	 4.47682669807449E+0001	 7.16907397451845E-0005	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000
   635	 4.04000000000000E+0002	 3.97710937500000E+0002	 4.79608191352643E+0001	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 4.79608191352643E+0001	 4.79606318913533E+0001	 1.87243911024217E-0004	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000
   636	 4.38000000000000E+0002	 4.05359375000000E+0002	 4.68599084087369E+0001	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 4.68599084087369E+0001	 4.68594618909037E+0001	 4.46517833205726E-0004	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000
   637	 4.09000000000000E+0002	 4.06996093750000E+0002	 4.17433638625216E+0001	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 4.17433638625216E+0001	 4.17423914813489E+0001	 9.72143933831208E-0004	 2.37238885315196E-0007	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000
   638	 4.09000000000000E+0002	 4.05160156250000E+0002	 3.39003326041724E+0001	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 3.39003326041724E+0001	 3.38983993408068E+0001	 1.93220744612007E-0003	 1.05591942956139E-0006	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000
   639	 3.92000000000000E+0002	 3.99558593750000E+0002	 2.50974463005426E+0001	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 2.50974463005426E+0001	 2.50939363022577E+0001	 3.50570909169346E-0003	 4.28919323236704E-0006	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000
   640	 3.88000000000000E+0002	 3.90734375000000E+0002	 1.69379391496822E+0001	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 1.69379391496822E+0001	 1.69321174572794E+0001	 5.80579186812009E-0003	 1.59005346825786E-0005	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000
